Parish,Tract,Week (Thur-Wed),Date for start of week,Date for end of week,Weekly Test Count,Weekly Negative Test Count,Weekly Positive Test Count,Weekly Case Count
Caddo,22017022200,31,9/24/20,9/30/20,80,71,9,6
Caddo,22017022300,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017022300,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017022300,3,3/12/20,3/18/20,3,3,0,0
Caddo,22017022300,4,3/19/20,3/25/20,17,13,4,2
Caddo,22017022300,5,3/26/20,4/1/20,24,20,4,2
Caddo,22017022300,6,4/2/20,4/8/20,55,53,2,2
Caddo,22017022300,7,4/9/20,4/15/20,24,18,6,4
Caddo,22017022300,8,4/16/20,4/22/20,19,15,4,2
Caddo,22017022300,9,4/23/20,4/29/20,30,29,1,1
Caddo,22017022300,10,4/30/20,5/6/20,33,29,4,2
Caddo,22017022300,11,5/7/20,5/13/20,39,38,1,1
Caddo,22017022300,12,5/14/20,5/20/20,33,31,2,1
Caddo,22017022300,13,5/21/20,5/27/20,28,25,3,1
Caddo,22017022300,14,5/28/20,6/3/20,45,36,9,5
Caddo,22017022300,15,6/4/20,6/10/20,45,44,1,1
Caddo,22017022300,16,6/11/20,6/17/20,29,27,2,1
Caddo,22017022300,17,6/18/20,6/24/20,57,50,7,3
Caddo,22017022300,18,6/25/20,7/1/20,65,57,8,6
Caddo,22017022300,19,7/2/20,7/8/20,56,53,3,2
Caddo,22017022300,20,7/9/20,7/15/20,74,63,11,6
Caddo,22017022300,21,7/16/20,7/22/20,98,88,9,6
Caddo,22017022300,22,7/23/20,7/29/20,53,42,11,8
Caddo,22017022300,23,7/30/20,8/5/20,69,60,9,7
Caddo,22017022300,24,8/6/20,8/12/20,52,50,2,1
Caddo,22017022300,25,8/13/20,8/19/20,48,42,6,3
Caddo,22017022300,26,8/20/20,8/26/20,39,39,0,0
Caddo,22017022300,27,8/27/20,9/2/20,33,29,4,2
Caddo,22017022300,28,9/3/20,9/9/20,45,45,0,0
Caddo,22017022300,29,9/10/20,9/16/20,43,40,3,2
Caddo,22017022300,30,9/17/20,9/23/20,50,50,0,0
Caddo,22017022300,31,9/24/20,9/30/20,44,44,0,0
Caddo,22017022400,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017022400,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017022400,3,3/12/20,3/18/20,5,5,0,0
Caddo,22017022400,4,3/19/20,3/25/20,35,15,20,6
Caddo,22017022400,5,3/26/20,4/1/20,37,21,16,8
Caddo,22017022400,6,4/2/20,4/8/20,32,26,6,2
Caddo,22017022400,7,4/9/20,4/15/20,27,25,2,1
Caddo,22017022400,8,4/16/20,4/22/20,36,31,5,3
Caddo,22017022400,9,4/23/20,4/29/20,35,35,0,0
Caddo,22017022400,10,4/30/20,5/6/20,25,23,2,2
Caddo,22017022400,11,5/7/20,5/13/20,47,39,8,6
Caddo,22017022400,12,5/14/20,5/20/20,39,35,4,2
Caddo,22017022400,13,5/21/20,5/27/20,41,35,6,4
Caddo,22017022400,14,5/28/20,6/3/20,59,52,7,4
Caddo,22017022400,15,6/4/20,6/10/20,74,69,5,5
Caddo,22017022400,16,6/11/20,6/17/20,49,44,5,3
Caddo,22017022400,17,6/18/20,6/24/20,71,61,9,6
Caddo,22017022400,18,6/25/20,7/1/20,83,80,3,2
Caddo,22017022400,19,7/2/20,7/8/20,56,52,4,3
Caddo,22017022400,20,7/9/20,7/15/20,113,106,7,5
Caddo,22017022400,21,7/16/20,7/22/20,81,68,13,10
Caddo,22017022400,22,7/23/20,7/29/20,74,65,8,4
Caddo,22017022400,23,7/30/20,8/5/20,66,59,7,6
Caddo,22017022400,24,8/6/20,8/12/20,64,61,3,3
Caddo,22017022400,25,8/13/20,8/19/20,65,56,9,6
Caddo,22017022400,26,8/20/20,8/26/20,48,40,8,4
Caddo,22017022400,27,8/27/20,9/2/20,48,42,6,5
Caddo,22017022400,28,9/3/20,9/9/20,61,57,4,3
Caddo,22017022400,29,9/10/20,9/16/20,56,54,2,1
Caddo,22017022400,30,9/17/20,9/23/20,69,65,4,2
Caddo,22017022400,31,9/24/20,9/30/20,50,44,6,3
Caddo,22017022500,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017022500,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017022500,3,3/12/20,3/18/20,12,10,2,1
Caddo,22017022500,4,3/19/20,3/25/20,45,24,21,8
Caddo,22017022500,5,3/26/20,4/1/20,59,29,29,12
Caddo,22017022500,6,4/2/20,4/8/20,39,34,5,4
Caddo,22017022500,7,4/9/20,4/15/20,49,39,10,5
Caddo,22017022500,8,4/16/20,4/22/20,42,34,8,5
Caddo,22017022500,9,4/23/20,4/29/20,48,46,2,1
Caddo,22017022500,10,4/30/20,5/6/20,55,53,2,0
Caddo,22017022500,11,5/7/20,5/13/20,80,79,1,1
Caddo,22017022500,12,5/14/20,5/20/20,70,66,4,4
Caddo,22017022500,13,5/21/20,5/27/20,54,52,2,1
Caddo,22017022500,14,5/28/20,6/3/20,81,75,6,3
Caddo,22017022500,15,6/4/20,6/10/20,53,49,4,2
Caddo,22017022500,16,6/11/20,6/17/20,54,51,3,0
Caddo,22017022500,17,6/18/20,6/24/20,70,63,7,6
Caddo,22017022500,18,6/25/20,7/1/20,114,98,16,10
Caddo,22017022500,19,7/2/20,7/8/20,111,99,12,9
Caddo,22017022500,20,7/9/20,7/15/20,150,131,19,11
Caddo,22017022500,21,7/16/20,7/22/20,100,93,7,4
Caddo,22017022500,22,7/23/20,7/29/20,112,104,7,6
Caddo,22017022500,23,7/30/20,8/5/20,94,88,6,4
Caddo,22017022500,24,8/6/20,8/12/20,105,94,11,6
Caddo,22017022500,25,8/13/20,8/19/20,82,79,3,2
Caddo,22017022500,26,8/20/20,8/26/20,67,65,2,2
Caddo,22017022500,27,8/27/20,9/2/20,74,64,10,6
Caddo,22017022500,28,9/3/20,9/9/20,77,71,6,3
Caddo,22017022500,29,9/10/20,9/16/20,65,64,1,1
Caddo,22017022500,30,9/17/20,9/23/20,91,88,3,2
Caddo,22017022500,31,9/24/20,9/30/20,67,58,9,6
Caddo,22017022600,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017022600,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017022600,3,3/12/20,3/18/20,13,11,2,1
Caddo,22017022600,4,3/19/20,3/25/20,34,34,0,0
Caddo,22017022600,5,3/26/20,4/1/20,26,23,3,1
Caddo,22017022600,6,4/2/20,4/8/20,11,10,1,1
Caddo,22017022600,7,4/9/20,4/15/20,20,16,4,1
Caddo,22017022600,8,4/16/20,4/22/20,26,22,4,3
Caddo,22017022600,9,4/23/20,4/29/20,54,53,1,0
Caddo,22017022600,10,4/30/20,5/6/20,45,41,4,2
Caddo,22017022600,11,5/7/20,5/13/20,31,29,2,1
Caddo,22017022600,12,5/14/20,5/20/20,39,36,3,1
Caddo,22017022600,13,5/21/20,5/27/20,18,16,2,1
Caddo,22017022600,14,5/28/20,6/3/20,46,45,1,0
Caddo,22017022600,15,6/4/20,6/10/20,32,32,0,0
Caddo,22017022600,16,6/11/20,6/17/20,43,41,2,1
Caddo,22017022600,17,6/18/20,6/24/20,77,76,1,1
Caddo,22017022600,18,6/25/20,7/1/20,147,136,11,8
Caddo,22017022600,19,7/2/20,7/8/20,117,104,12,10
Caddo,22017022600,20,7/9/20,7/15/20,88,84,4,3
Caddo,22017022600,21,7/16/20,7/22/20,54,50,4,3
Caddo,22017022600,22,7/23/20,7/29/20,38,33,5,3
Caddo,22017022600,23,7/30/20,8/5/20,59,52,7,4
Caddo,22017022600,24,8/6/20,8/12/20,66,56,10,7
Caddo,22017022600,25,8/13/20,8/19/20,38,36,2,2
Caddo,22017022600,26,8/20/20,8/26/20,67,65,2,2
Caddo,22017022600,27,8/27/20,9/2/20,34,32,1,1
Caddo,22017022600,28,9/3/20,9/9/20,63,52,11,10
Caddo,22017022600,29,9/10/20,9/16/20,50,45,5,3
Caddo,22017022600,30,9/17/20,9/23/20,62,54,8,6
Caddo,22017022600,31,9/24/20,9/30/20,53,46,7,5
Caddo,22017022700,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017022700,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017022700,3,3/12/20,3/18/20,10,9,1,1
Caddo,22017022700,4,3/19/20,3/25/20,28,23,5,3
Caddo,22017022700,5,3/26/20,4/1/20,37,33,4,1
Caddo,22017022700,6,4/2/20,4/8/20,26,22,4,1
Caddo,22017022700,7,4/9/20,4/15/20,21,20,1,0
Caddo,22017022700,8,4/16/20,4/22/20,19,18,1,1
Caddo,22017022700,9,4/23/20,4/29/20,21,20,1,0
Caddo,22017022700,10,4/30/20,5/6/20,26,24,2,2
Caddo,22017022700,11,5/7/20,5/13/20,20,19,1,0
Caddo,22017022700,12,5/14/20,5/20/20,24,22,2,1
Caddo,22017022700,13,5/21/20,5/27/20,13,13,0,0
Caddo,22017022700,14,5/28/20,6/3/20,20,20,0,0
Caddo,22017022700,15,6/4/20,6/10/20,25,25,0,0
Caddo,22017022700,16,6/11/20,6/17/20,28,24,4,3
Caddo,22017022700,17,6/18/20,6/24/20,44,41,3,2
Caddo,22017022700,18,6/25/20,7/1/20,87,83,4,2
Caddo,22017022700,19,7/2/20,7/8/20,55,54,1,0
Caddo,22017022700,20,7/9/20,7/15/20,63,62,1,1
Caddo,22017022700,21,7/16/20,7/22/20,70,62,8,7
Caddo,22017022700,22,7/23/20,7/29/20,21,18,3,1
Caddo,22017022700,23,7/30/20,8/5/20,47,40,5,3
Caddo,22017022700,24,8/6/20,8/12/20,44,41,3,2
Caddo,22017022700,25,8/13/20,8/19/20,37,37,0,0
Caddo,22017022700,26,8/20/20,8/26/20,33,28,5,3
Caddo,22017022700,27,8/27/20,9/2/20,29,28,1,1
Caddo,22017022700,28,9/3/20,9/9/20,27,27,0,0
Caddo,22017022700,29,9/10/20,9/16/20,44,40,4,3
Caddo,22017022700,30,9/17/20,9/23/20,38,33,5,3
Caddo,22017022700,31,9/24/20,9/30/20,41,34,7,4
Caddo,22017022800,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017022800,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017022800,3,3/12/20,3/18/20,30,22,8,3
Caddo,22017022800,4,3/19/20,3/25/20,47,30,17,5
Caddo,22017022800,5,3/26/20,4/1/20,46,43,2,0
Caddo,22017022800,6,4/2/20,4/8/20,36,35,1,1
Caddo,22017022800,7,4/9/20,4/15/20,51,50,1,0
Caddo,22017022800,8,4/16/20,4/22/20,24,24,0,0
Caddo,22017022800,9,4/23/20,4/29/20,43,42,1,1
Caddo,22017022800,10,4/30/20,5/6/20,31,30,1,1
Caddo,22017022800,11,5/7/20,5/13/20,41,37,4,2
Caddo,22017022800,12,5/14/20,5/20/20,33,31,1,1
Caddo,22017022800,13,5/21/20,5/27/20,24,22,2,2
Caddo,22017022800,14,5/28/20,6/3/20,58,54,4,2
Caddo,22017022800,15,6/4/20,6/10/20,41,39,2,1
Caddo,22017022800,16,6/11/20,6/17/20,56,41,13,9
Caddo,22017022800,17,6/18/20,6/24/20,86,84,2,1
Caddo,22017022800,18,6/25/20,7/1/20,86,76,10,9
Caddo,22017022800,19,7/2/20,7/8/20,124,111,11,7
Caddo,22017022800,20,7/9/20,7/15/20,105,98,7,4
Caddo,22017022800,21,7/16/20,7/22/20,70,66,4,4
Caddo,22017022800,22,7/23/20,7/29/20,65,56,9,6
Caddo,22017022800,23,7/30/20,8/5/20,72,67,5,4
Caddo,22017022800,24,8/6/20,8/12/20,79,72,6,3
Caddo,22017022800,25,8/13/20,8/19/20,56,48,8,5
Caddo,22017022800,26,8/20/20,8/26/20,70,59,11,8
Caddo,22017022800,27,8/27/20,9/2/20,66,58,8,3
Caddo,22017022800,28,9/3/20,9/9/20,50,46,4,3
Caddo,22017022800,29,9/10/20,9/16/20,64,58,6,1
Caddo,22017022800,30,9/17/20,9/23/20,72,65,7,5
Caddo,22017022800,31,9/24/20,9/30/20,67,60,7,6
Caddo,22017022900,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017022900,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017022900,3,3/12/20,3/18/20,20,18,2,1
Caddo,22017022900,4,3/19/20,3/25/20,43,35,8,3
Caddo,22017022900,5,3/26/20,4/1/20,57,44,13,5
Caddo,22017022900,6,4/2/20,4/8/20,25,19,6,4
Caddo,22017022900,7,4/9/20,4/15/20,55,54,1,1
Caddo,22017022900,8,4/16/20,4/22/20,40,33,7,3
Caddo,22017022900,9,4/23/20,4/29/20,54,50,4,4
Caddo,22017022900,10,4/30/20,5/6/20,47,44,3,2
Caddo,22017022900,11,5/7/20,5/13/20,52,49,3,1
Caddo,22017022900,12,5/14/20,5/20/20,33,29,3,2
Caddo,22017022900,13,5/21/20,5/27/20,46,45,1,0
Caddo,22017022900,14,5/28/20,6/3/20,60,57,3,2
Caddo,22017022900,15,6/4/20,6/10/20,42,41,1,1
Caddo,22017022900,16,6/11/20,6/17/20,61,57,4,3
Caddo,22017022900,17,6/18/20,6/24/20,75,68,6,4
Caddo,22017022900,18,6/25/20,7/1/20,144,132,12,8
Caddo,22017022900,19,7/2/20,7/8/20,140,123,17,11
Caddo,22017022900,20,7/9/20,7/15/20,132,118,14,9
Caddo,22017022900,21,7/16/20,7/22/20,84,78,6,2
Caddo,22017022900,22,7/23/20,7/29/20,74,64,10,5
Caddo,22017022900,23,7/30/20,8/5/20,70,62,8,6
Caddo,22017022900,24,8/6/20,8/12/20,68,68,0,0
Caddo,22017022900,25,8/13/20,8/19/20,54,50,4,1
Caddo,22017022900,26,8/20/20,8/26/20,44,43,1,1
Caddo,22017022900,27,8/27/20,9/2/20,39,33,6,4
Caddo,22017022900,28,9/3/20,9/9/20,52,45,7,7
Caddo,22017022900,29,9/10/20,9/16/20,56,47,9,5
Caddo,22017022900,30,9/17/20,9/23/20,86,78,8,4
Caddo,22017022900,31,9/24/20,9/30/20,48,46,2,1
Caddo,22017023000,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023000,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017023000,3,3/12/20,3/18/20,25,19,6,4
Caddo,22017023000,4,3/19/20,3/25/20,67,58,9,5
Caddo,22017023000,5,3/26/20,4/1/20,41,34,7,3
Caddo,22017023000,6,4/2/20,4/8/20,44,31,13,5
Caddo,22017023000,7,4/9/20,4/15/20,53,44,9,3
Caddo,22017023000,8,4/16/20,4/22/20,31,21,10,5
Caddo,22017023000,9,4/23/20,4/29/20,58,52,6,2
Caddo,22017023000,10,4/30/20,5/6/20,53,50,3,0
Caddo,22017023000,11,5/7/20,5/13/20,55,54,1,0
Caddo,22017023000,12,5/14/20,5/20/20,63,60,3,2
Caddo,22017023000,13,5/21/20,5/27/20,57,57,0,0
Caddo,22017023000,14,5/28/20,6/3/20,70,69,1,1
Caddo,22017023000,15,6/4/20,6/10/20,50,49,1,0
Caddo,22017023000,16,6/11/20,6/17/20,52,50,2,1
Caddo,22017023000,17,6/18/20,6/24/20,115,105,10,6
Caddo,22017023000,18,6/25/20,7/1/20,138,119,19,12
Caddo,22017023000,19,7/2/20,7/8/20,129,111,15,10
Caddo,22017023000,20,7/9/20,7/15/20,90,83,7,5
Caddo,22017023000,21,7/16/20,7/22/20,99,84,14,8
Caddo,22017023000,22,7/23/20,7/29/20,94,85,8,6
Caddo,22017023000,23,7/30/20,8/5/20,76,70,6,5
Caddo,22017023000,24,8/6/20,8/12/20,94,86,8,6
Caddo,22017023000,25,8/13/20,8/19/20,72,65,7,5
Caddo,22017023000,26,8/20/20,8/26/20,76,71,5,4
Caddo,22017023000,27,8/27/20,9/2/20,68,57,11,7
Caddo,22017023000,28,9/3/20,9/9/20,61,50,10,7
Caddo,22017023000,29,9/10/20,9/16/20,73,65,8,5
Caddo,22017023000,30,9/17/20,9/23/20,72,70,2,1
Caddo,22017023000,31,9/24/20,9/30/20,58,56,2,2
Caddo,22017023100,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023100,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017023100,3,3/12/20,3/18/20,16,16,0,0
Caddo,22017023100,4,3/19/20,3/25/20,14,14,0,0
Caddo,22017023100,5,3/26/20,4/1/20,15,10,4,3
Caddo,22017023100,6,4/2/20,4/8/20,16,11,5,5
Caddo,22017023100,7,4/9/20,4/15/20,9,7,2,2
Caddo,22017023100,8,4/16/20,4/22/20,11,9,2,0
Caddo,22017023100,9,4/23/20,4/29/20,26,20,6,4
Caddo,22017023100,10,4/30/20,5/6/20,22,21,1,1
Caddo,22017023100,11,5/7/20,5/13/20,10,8,2,0
Caddo,22017023100,12,5/14/20,5/20/20,26,24,2,0
Caddo,22017023100,13,5/21/20,5/27/20,33,31,2,0
Caddo,22017023100,14,5/28/20,6/3/20,26,26,0,0
Caddo,22017023100,15,6/4/20,6/10/20,24,23,1,1
Caddo,22017023100,16,6/11/20,6/17/20,41,39,2,2
Caddo,22017023100,17,6/18/20,6/24/20,45,44,1,1
Caddo,22017023100,18,6/25/20,7/1/20,79,72,6,4
Caddo,22017023100,19,7/2/20,7/8/20,75,73,2,2
Caddo,22017023100,20,7/9/20,7/15/20,56,53,3,3
Caddo,22017023100,21,7/16/20,7/22/20,29,26,3,3
Caddo,22017023100,22,7/23/20,7/29/20,39,38,1,0
Caddo,22017023100,23,7/30/20,8/5/20,26,24,2,1
Caddo,22017023100,24,8/6/20,8/12/20,43,39,4,3
Caddo,22017023100,25,8/13/20,8/19/20,48,47,1,0
Caddo,22017023100,26,8/20/20,8/26/20,62,59,3,2
Caddo,22017023100,27,8/27/20,9/2/20,102,96,6,5
Caddo,22017023100,28,9/3/20,9/9/20,136,125,11,9
Caddo,22017023100,29,9/10/20,9/16/20,129,120,9,8
Caddo,22017023100,30,9/17/20,9/23/20,141,123,15,13
Caddo,22017023100,31,9/24/20,9/30/20,115,107,8,7
Caddo,22017023200,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023200,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017023200,3,3/12/20,3/18/20,14,14,0,0
Caddo,22017023200,4,3/19/20,3/25/20,14,7,7,3
Caddo,22017023200,5,3/26/20,4/1/20,8,5,3,3
Caddo,22017023200,6,4/2/20,4/8/20,3,3,0,0
Caddo,22017023200,7,4/9/20,4/15/20,10,10,0,0
Caddo,22017023200,8,4/16/20,4/22/20,11,11,0,0
Caddo,22017023200,9,4/23/20,4/29/20,6,6,0,0
Caddo,22017023200,10,4/30/20,5/6/20,17,17,0,0
Caddo,22017023200,11,5/7/20,5/13/20,28,26,2,1
Caddo,22017023200,12,5/14/20,5/20/20,20,18,2,2
Caddo,22017023200,13,5/21/20,5/27/20,20,19,1,0
Caddo,22017023200,14,5/28/20,6/3/20,30,29,1,0
Caddo,22017023200,15,6/4/20,6/10/20,22,18,4,2
Caddo,22017023200,16,6/11/20,6/17/20,25,25,0,0
Caddo,22017023200,17,6/18/20,6/24/20,31,30,1,1
Caddo,22017023200,18,6/25/20,7/1/20,45,38,7,6
Caddo,22017023200,19,7/2/20,7/8/20,54,46,8,7
Caddo,22017023200,20,7/9/20,7/15/20,70,50,20,9
Caddo,22017023200,21,7/16/20,7/22/20,37,27,10,7
Caddo,22017023200,22,7/23/20,7/29/20,39,33,6,1
Caddo,22017023200,23,7/30/20,8/5/20,31,25,5,2
Caddo,22017023200,24,8/6/20,8/12/20,37,34,3,3
Caddo,22017023200,25,8/13/20,8/19/20,22,17,5,2
Caddo,22017023200,26,8/20/20,8/26/20,23,19,4,3
Caddo,22017023200,27,8/27/20,9/2/20,17,15,2,1
Caddo,22017023200,28,9/3/20,9/9/20,32,31,1,0
Caddo,22017023200,29,9/10/20,9/16/20,14,12,2,2
Caddo,22017023200,30,9/17/20,9/23/20,35,34,1,1
Caddo,22017023200,31,9/24/20,9/30/20,21,20,1,1
Caddo,22017023300,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023300,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017023300,3,3/12/20,3/18/20,6,6,0,0
Caddo,22017023300,4,3/19/20,3/25/20,13,9,4,2
Caddo,22017023300,5,3/26/20,4/1/20,26,15,11,4
Caddo,22017023300,6,4/2/20,4/8/20,20,12,8,4
Caddo,22017023300,7,4/9/20,4/15/20,32,23,9,3
Caddo,22017023300,8,4/16/20,4/22/20,24,22,2,1
Caddo,22017023300,9,4/23/20,4/29/20,23,18,5,2
Caddo,22017023300,10,4/30/20,5/6/20,28,26,2,2
Caddo,22017023300,11,5/7/20,5/13/20,36,31,5,3
Caddo,22017023300,12,5/14/20,5/20/20,36,33,3,1
Caddo,22017023300,13,5/21/20,5/27/20,29,27,2,0
Caddo,22017023300,14,5/28/20,6/3/20,43,42,1,1
Caddo,22017023300,15,6/4/20,6/10/20,24,23,1,1
Caddo,22017023300,16,6/11/20,6/17/20,25,25,0,0
Caddo,22017023300,17,6/18/20,6/24/20,38,37,1,1
Caddo,22017023300,18,6/25/20,7/1/20,56,54,2,2
Caddo,22017023300,19,7/2/20,7/8/20,56,49,7,6
Caddo,22017023300,20,7/9/20,7/15/20,69,63,6,3
Caddo,22017023300,21,7/16/20,7/22/20,54,48,6,5
Caddo,22017023300,22,7/23/20,7/29/20,57,53,4,1
Caddo,22017023300,23,7/30/20,8/5/20,41,37,4,1
Caddo,22017023300,24,8/6/20,8/12/20,43,43,0,0
Caddo,22017023300,25,8/13/20,8/19/20,44,42,2,1
Caddo,22017023300,26,8/20/20,8/26/20,38,33,5,3
Caddo,22017023300,27,8/27/20,9/2/20,23,22,0,0
Caddo,22017023300,28,9/3/20,9/9/20,32,31,1,1
Caddo,22017023300,29,9/10/20,9/16/20,28,25,3,2
Caddo,22017023300,30,9/17/20,9/23/20,30,26,4,4
Caddo,22017023300,31,9/24/20,9/30/20,22,20,2,2
Caddo,22017023400,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023400,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017023400,3,3/12/20,3/18/20,38,32,6,2
Caddo,22017023400,4,3/19/20,3/25/20,53,38,15,6
Caddo,22017023400,5,3/26/20,4/1/20,71,52,19,7
Caddo,22017023400,6,4/2/20,4/8/20,62,48,14,6
Caddo,22017023400,7,4/9/20,4/15/20,52,47,5,4
Caddo,22017023400,8,4/16/20,4/22/20,47,46,1,1
Caddo,22017023400,9,4/23/20,4/29/20,62,56,6,3
Caddo,22017023400,10,4/30/20,5/6/20,84,66,18,13
Caddo,22017023400,11,5/7/20,5/13/20,86,60,26,17
Caddo,22017023400,12,5/14/20,5/20/20,83,71,12,6
Caddo,22017023400,13,5/21/20,5/27/20,96,89,7,3
Caddo,22017023400,14,5/28/20,6/3/20,148,131,17,9
Caddo,22017023400,15,6/4/20,6/10/20,98,92,6,2
Caddo,22017023400,16,6/11/20,6/17/20,90,82,7,6
Caddo,22017023400,17,6/18/20,6/24/20,143,129,14,9
Caddo,22017023400,18,6/25/20,7/1/20,221,185,36,21
Caddo,22017023400,19,7/2/20,7/8/20,183,156,25,16
Caddo,22017023400,20,7/9/20,7/15/20,245,199,42,22
Caddo,22017023400,21,7/16/20,7/22/20,193,166,27,20
Caddo,22017023400,22,7/23/20,7/29/20,177,153,23,14
Caddo,22017023400,23,7/30/20,8/5/20,187,182,5,1
Caddo,22017023400,24,8/6/20,8/12/20,155,140,15,7
Caddo,22017023400,25,8/13/20,8/19/20,116,100,16,10
Caddo,22017023400,26,8/20/20,8/26/20,141,128,12,6
Caddo,22017023400,27,8/27/20,9/2/20,121,99,22,13
Caddo,22017023400,28,9/3/20,9/9/20,132,120,11,3
Caddo,22017023400,29,9/10/20,9/16/20,114,105,9,7
Caddo,22017023400,30,9/17/20,9/23/20,123,112,11,10
Caddo,22017023400,31,9/24/20,9/30/20,126,116,10,5
Caddo,22017023500,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023500,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017023500,3,3/12/20,3/18/20,6,3,3,2
Caddo,22017023500,4,3/19/20,3/25/20,19,14,5,2
Caddo,22017023500,5,3/26/20,4/1/20,38,22,16,6
Caddo,22017023500,6,4/2/20,4/8/20,34,16,18,9
Caddo,22017023500,7,4/9/20,4/15/20,41,30,11,7
Caddo,22017023500,8,4/16/20,4/22/20,31,27,4,2
Caddo,22017023500,9,4/23/20,4/29/20,39,36,3,2
Caddo,22017023500,10,4/30/20,5/6/20,52,51,1,1
Caddo,22017023500,11,5/7/20,5/13/20,58,48,10,6
Caddo,22017023500,12,5/14/20,5/20/20,32,31,1,1
Caddo,22017023500,13,5/21/20,5/27/20,45,44,1,0
Caddo,22017023500,14,5/28/20,6/3/20,80,76,4,4
Caddo,22017023500,15,6/4/20,6/10/20,43,41,2,1
Caddo,22017023500,16,6/11/20,6/17/20,53,52,1,1
Caddo,22017023500,17,6/18/20,6/24/20,47,46,1,0
Caddo,22017023500,18,6/25/20,7/1/20,90,79,11,7
Caddo,22017023500,19,7/2/20,7/8/20,62,50,10,6
Caddo,22017023500,20,7/9/20,7/15/20,114,93,21,13
Caddo,22017023500,21,7/16/20,7/22/20,81,69,11,5
Caddo,22017023500,22,7/23/20,7/29/20,75,59,16,11
Caddo,22017023500,23,7/30/20,8/5/20,62,54,8,5
Caddo,22017023500,24,8/6/20,8/12/20,55,52,3,3
Caddo,22017023500,25,8/13/20,8/19/20,49,46,2,2
Caddo,22017023500,26,8/20/20,8/26/20,49,46,3,1
Caddo,22017023500,27,8/27/20,9/2/20,42,37,5,1
Caddo,22017023500,28,9/3/20,9/9/20,44,41,1,1
Caddo,22017023500,29,9/10/20,9/16/20,62,59,3,2
Caddo,22017023500,30,9/17/20,9/23/20,41,39,2,2
Caddo,22017023500,31,9/24/20,9/30/20,40,39,1,1
Caddo,22017023600,1,2/27/20,3/4/20,0,0,0,0
Caddo,22017023600,2,3/5/20,3/11/20,0,0,0,0
Caddo,22017023600,3,3/12/20,3/18/20,3,1,2,1
Caddo,22017023600,4,3/19/20,3/25/20,36,14,22,8
Caddo,22017023600,5,3/26/20,4/1/20,27,22,5,4
Caddo,22017023600,6,4/2/20,4/8/20,32,24,8,5
Caddo,22017023600,7,4/9/20,4/15/20,19,17,2,2
Caddo,22017023600,8,4/16/20,4/22/20,47,37,10,3
Caddo,22017023600,9,4/23/20,4/29/20,28,25,3,2
Caddo,22017023600,10,4/30/20,5/6/20,39,36,3,1
Caddo,22017023600,11,5/7/20,5/13/20,77,66,11,8
Caddo,22017023600,12,5/14/20,5/20/20,48,42,6,4
Caddo,22017023600,13,5/21/20,5/27/20,37,33,4,3
Caddo,22017023600,14,5/28/20,6/3/20,55,54,1,1
Caddo,22017023600,15,6/4/20,6/10/20,41,36,5,3
Caddo,22017023600,16,6/11/20,6/17/20,44,39,5,2
Caddo,22017023600,17,6/18/20,6/24/20,64,56,8,5
Caddo,22017023600,18,6/25/20,7/1/20,80,61,19,12
Caddo,22017023600,19,7/2/20,7/8/20,65,55,10,9
Caddo,22017023600,20,7/9/20,7/15/20,107,91,16,10
Caddo,22017023600,21,7/16/20,7/22/20,86,68,18,11
Caddo,22017023600,22,7/23/20,7/29/20,88,74,13,9
Caddo,22017023600,23,7/30/20,8/5/20,72,69,3,1
Caddo,22017023600,24,8/6/20,8/12/20,68,64,4,1
Caddo,22017023600,25,8/13/20,8/19/20,55,50,5,4
Caddo,22017023600,26,8/20/20,8/26/20,52,50,1,1
Caddo,22017023600,27,8/27/20,9/2/20,52,49,3,2
Caddo,22017023600,28,9/3/20,9/9/20,44,42,2,2
Caddo,22017023600,29,9/10/20,9/16/20,50,46,4,2
Caddo,22017023600,30,9/17/20,9/23/20,42,40,2,1
Caddo,22017023600,31,9/24/20,9/30/20,67,64,3,2
